Id,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,LotFrontage_na,MasVnrArea_na,GarageYrBlt_na
1245,12.345834587905333,0.2941176470588235,0.75,0.38858111692291897,0.42555078480624875,1.0,1.0,0.3333333333333333,1.0,1.0,0.5,0.5,0.7272727272727273,0.4,1.0,0.75,1.0,0.7777777777777777,0.75,0.5661764705882353,0.9344262295081968,0.0,0.0,0.8,0.4,0.0,0.0,0.3333333333333333,1.0,1.0,0.75,0.75,0.25,0.8333333333333333,0.0,0.6666666666666666,0.0,0.36785880167208546,0.12962356792144028,1.0,0.25,1.0,1.0,0.326747076696734,0.3872863247863248,0.0,0.5353476253147869,0.0,0.0,0.3333333333333333,0.0,0.375,0.3333333333333333,0.6666666666666666,0.41666666666666663,1.0,0.6666666666666666,0.8,0.4,0.7009345794392523,0.3333333333333333,0.5,0.2820874471086037,0.6666666666666666,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.0,0.0,0.4545454545454545,0.0,0.6666666666666666,0.75,1.0,0.0,0.0
614,11.898187865760873,0.0,0.75,0.44563844305834177,0.3652289678276144,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.4090909090909091,0.2,1.0,0.75,0.6000000000000001,0.4444444444444445,0.5,0.0,0.01639344262295082,0.0,0.0,1.0,1.0,0.0,0.0,0.3333333333333333,1.0,1.0,0.75,0.75,0.25,0.6666666666666666,0.03649893692416726,0.6666666666666666,0.0,0.4245239201114724,0.1833060556464812,1.0,1.0,1.0,1.0,0.45788277573507097,0.0,0.0,0.42801766300538,0.0,0.0,0.3333333333333333,0.0,0.375,0.3333333333333333,0.3333333333333333,0.33333333333333337,1.0,0.0,0.2,0.0,0.018691588785046728,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.054844606946983544,0.0,0.0,0.0,0.0,0.0,0.75,1.0,0.0,0.9999999999999999,0.25,1.0,1.0,0.0,0.0,1.0
1125,12.00701176473192,0.3529411764705882,0.75,0.38858111692291897,0.3813850570652162,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.5909090909090909,0.4,1.0,0.75,0.8,0.6666666666666665,0.5,0.11029411764705882,0.26229508196721313,0.0,0.0,0.6000000000000001,0.6000000000000001,0.6666666666666666,0.10625,0.3333333333333333,1.0,1.0,0.75,0.75,0.25,0.8333333333333333,0.0,0.6666666666666666,0.0,0.17835578262888993,0.06284779050736498,1.0,0.75,1.0,1.0,0.3361848065434283,0.35790598290598297,0.0,0.5270903249422836,0.0,0.0,0.6666666666666666,0.5,0.375,0.3333333333333333,0.6666666666666666,0.41666666666666663,1.0,0.3333333333333333,0.6000000000000001,0.8,0.14018691588785046,1.0,0.5,0.2764456981664316,0.6666666666666666,1.0,1.0,0.11668611435239205,0.04570383912248629,0.0,0.0,0.0,0.0,0.0,0.75,1.0,0.0,0.5454545454545454,0.25,0.6666666666666666,0.75,1.0,0.0,0.0
224,11.48246625748552,0.0,0.75,0.44563844305834177,0.4088554078307445,1.0,1.0,0.0,0.3333333333333333,1.0,0.25,0.0,0.36363636363636365,0.4,1.0,0.75,0.6000000000000001,0.3333333333333333,0.625,0.27941176470588236,0.639344262295082,0.0,0.0,0.6000000000000001,0.6000000000000001,0.0,0.0,0.3333333333333333,1.0,0.5,0.5,0.75,0.25,0.6666666666666666,0.09284195605953224,0.3333333333333333,0.12211668928086837,0.07431490942870414,0.14140752864157122,1.0,0.75,1.0,1.0,0.3596750838517542,0.0,0.0,0.3362155053427145,0.0,0.0,0.3333333333333333,0.0,0.25,0.3333333333333333,0.3333333333333333,0.16666666666666666,1.0,0.0,0.2,0.4,0.18691588785046728,0.3333333333333333,0.5,0.40620592383638926,0.6666666666666666,1.0,1.0,0.25204200700116686,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.0,0.0,0.1818181818181818,0.75,0.6666666666666666,0.25,0.0,0.0,0.0
1234,11.863582336583399,0.0,0.75,0.38858111692291897,0.43758211859685203,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.36363636363636365,0.4,1.0,0.75,0.6000000000000001,0.4444444444444445,0.5,0.375,0.8524590163934427,1.0,0.0,0.7000000000000001,0.7000000000000001,0.6666666666666666,0.1125,0.3333333333333333,1.0,0.5,0.5,0.75,0.25,0.16666666666666666,0.17717930545712263,0.6666666666666666,0.0,0.08732001857872736,0.1944353518821604,1.0,0.25,1.0,1.0,0.4801885971370772,0.0,0.0,0.44886860139801765,0.3333333333333333,0.0,0.3333333333333333,0.0,0.375,0.3333333333333333,0.3333333333333333,0.33333333333333337,1.0,0.0,0.2,0.8,0.47663551401869153,0.6666666666666666,0.5,0.37447108603667134,0.6666666666666666,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.36363636363636365,1.0,0.0,0.25,1.0,0.0,0.0
990,12.190959007720126,0.2352941176470588,1.0,0.4182081213682387,0.35866773528889606,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.8181818181818182,0.4,1.0,0.75,1.0,0.6666666666666665,0.5,0.0,0.01639344262295082,0.0,0.0,1.0,1.0,0.0,0.0,0.6666666666666666,1.0,1.0,0.75,1.0,0.25,0.8333333333333333,0.0,0.6666666666666666,0.0,0.35764050162563865,0.12602291325695583,1.0,1.0,1.0,1.0,0.3199977679345225,0.4262820512820513,0.0,0.5488450701547318,0.0,0.0,0.6666666666666666,0.5,0.375,0.3333333333333333,0.6666666666666666,0.33333333333333337,1.0,0.0,0.2,0.8,0.0,0.6666666666666666,0.5,0.4330042313117066,0.6666666666666666,1.0,1.0,0.0,0.09140767824497258,0.0,0.0,0.0,0.0,0.0,0.75,1.0,0.0,0.6363636363636364,0.0,1.0,1.0,0.0,0.0,0.0
714,11.76756768334381,1.0,0.75,0.38858111692291897,0.3968048057841522,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.18181818181818182,0.6000000000000001,1.0,0.0,0.6000000000000001,0.3333333333333333,0.5,0.2647058823529412,0.6065573770491803,0.0,0.0,0.6000000000000001,0.6000000000000001,0.6666666666666666,0.1,0.3333333333333333,1.0,0.5,0.5,0.75,0.75,0.6666666666666666,0.13979447200566975,0.6666666666666666,0.0,0.07942405945192754,0.15711947626841244,0.5,0.5,0.0,1.0,0.39954701708010676,0.0,0.0,0.37348681709386966,0.3333333333333333,0.0,0.3333333333333333,0.0,0.375,0.3333333333333333,0.3333333333333333,0.33333333333333337,1.0,0.0,0.2,0.4,0.3364485981308411,0.3333333333333333,0.5,0.40620592383638926,0.6666666666666666,1.0,1.0,0.0,0.526508226691042,0.0,0.0,0.0,0.0,0.0,0.75,1.0,0.0,0.36363636363636365,0.0,0.6666666666666666,0.75,0.0,0.0,0.0
1003,12.354492650648448,0.0,0.75,0.4711754616031938,0.4342872201898218,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.8181818181818182,0.6000000000000001,1.0,0.75,0.6000000000000001,0.7777777777777777,0.5,0.014705882352941176,0.04918032786885246,0.0,0.0,1.0,1.0,0.6666666666666666,0.033125,0.6666666666666666,1.0,1.0,0.75,0.75,0.25,1.0,0.004252303330970942,0.6666666666666666,0.0,0.7199256850905713,0.25761047463175124,1.0,1.0,1.0,1.0,0.5866604157600195,0.0,0.0,0.5483958633915815,0.0,0.0,0.6666666666666666,0.0,0.375,0.3333333333333333,0.6666666666666666,0.41666666666666663,1.0,0.3333333333333333,0.8,0.8,0.018691588785046728,0.6666666666666666,0.75,0.5811001410437235,0.6666666666666666,1.0,1.0,0.16802800466744455,0.19012797074954296,0.0,0.0,0.0,0.0,0.0,0.75,1.0,0.0,0.5454545454545454,0.5,0.6666666666666666,0.75,0.0,0.0,0.0
109,11.652687407345388,0.17647058823529413,0.25,0.5175033420618727,0.367498581097079,1.0,1.0,0.0,0.3333333333333333,1.0,0.5,0.0,0.0,0.0,1.0,0.75,0.2,0.4444444444444445,0.75,0.6470588235294118,0.04918032786885246,0.0,0.0,0.9,0.9,0.0,0.0,0.3333333333333333,1.0,0.5,0.5,0.75,0.25,0.8333333333333333,0.0,0.6666666666666666,0.0,0.3683232698560149,0.1297872340425532,0.5,0.5,0.0,0.3333333333333333,0.41385841492496356,0.2777777777777778,0.0,0.5353476253147869,0.0,0.0,0.6666666666666666,0.0,0.375,0.3333333333333333,0.0,0.41666666666666663,1.0,0.0,0.2,0.0,0.018691588785046728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2608695652173913,0.0,0.0,0.0,0.0,0.75,1.0,0.0,0.6363636363636364,0.25,0.6666666666666666,0.75,0.0,0.0,1.0
744,12.072541252905651,0.3529411764705882,0.75,0.44563844305834177,0.4489316763940827,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.2727272727272727,0.4,1.0,0.75,0.8,0.4444444444444445,0.625,0.3382352941176471,0.18032786885245902,0.0,0.0,0.6000000000000001,0.6000000000000001,0.0,0.0,0.3333333333333333,1.0,0.5,0.75,0.75,0.75,0.6666666666666666,0.07866761162296244,0.6666666666666666,0.0,0.03529958197863446,0.08510638297872342,1.0,1.0,1.0,1.0,0.5592437766828158,0.0,0.0,0.5227674571549676,0.0,0.5,0.6666666666666666,0.0,0.375,0.3333333333333333,0.3333333333333333,0.33333333333333337,0.25,0.3333333333333333,0.6000000000000001,0.8,0.11214953271028036,0.6666666666666666,0.5,0.3385049365303244,0.6666666666666666,1.0,1.0,0.352392065344224,0.0,0.0,0.0,0.20833333333333334,0.0,0.0,0.75,1.0,0.0,0.8181818181818182,0.75,0.6666666666666666,0.75,0.0,0.0,0.0
518,12.487485104968359,0.2352941176470588,0.75,0.49040783718144776,0.40333549145399017,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,1.0,0.4,1.0,0.75,1.0,0.6666666666666665,0.5,0.09558823529411764,0.21311475409836064,0.0,0.0,1.0,1.0,0.6666666666666666,0.575625,0.6666666666666666,1.0,1.0,0.75,0.75,0.25,0.8333333333333333,0.0,0.6666666666666666,0.0,0.5870877844867627,0.20687397708674307,1.0,1.0,1.0,1.0,0.5075275141980886,0.5699786324786326,0.0,0.6892729220877949,0.0,0.0,0.6666666666666666,0.5,0.375,0.3333333333333333,0.6666666666666666,0.41666666666666663,1.0,0.3333333333333333,0.6000000000000001,0.8,0.12149532710280372,0.6666666666666666,0.75,0.6269393511988717,0.6666666666666666,1.0,1.0,0.25670945157526254,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.0,0.0,0.5454545454545454,0.75,0.6666666666666666,0.75,0.0,0.0,0.0
334,12.240474072247506,0.588235294117647,0.25,0.38236013085753795,0.36041832669332163,1.0,1.0,0.0,0.3333333333333333,1.0,0.75,0.0,0.9545454545454546,0.4,1.0,1.0,0.6000000000000001,0.6666666666666665,0.5,0.029411764705882353,0.0819672131147541,0.0,0.0,1.0,1.0,1.0,0.09125,0.6666666666666666,1.0,1.0,0.75,0.75,0.75,1.0,0.1275690999291283,0.6666666666666666,0.0,0.2963307013469577,0.22225859247135846,1.0,1.0,1.0,1.0,0.5308009580669562,0.0,0.0,0.4961798032872231,0.3333333333333333,0.0,0.6666666666666666,0.0,0.25,0.3333333333333333,0.6666666666666666,0.33333333333333337,1.0,0.3333333333333333,0.8,0.8,0.037383177570093455,0.6666666666666666,0.5,0.3413258110014104,0.6666666666666666,1.0,1.0,0.22403733955659275,0.054844606946983544,0.0,0.0,0.0,0.0,0.0,0.75,1.0,0.0,0.5454545454545454,0.5,0.6666666666666666,0.75,0.0,0.0,0.0
1109,12.106252310247962,0.2352941176470588,0.75,0.38858111692291897,0.3571685350797946,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.5909090909090909,0.4,1.0,0.75,1.0,0.5555555555555556,0.5,0.051470588235294115,0.13114754098360656,0.0,0.0,1.0,1.0,0.0,0.0,0.3333333333333333,1.0,1.0,0.75,0.75,0.25,0.8333333333333333,0.0,0.6666666666666666,0.0,0.4291686019507664,0.15122749590834697,1.0,1.0,1.0,1.0,0.3947867863512178,0.3963675213675214,0.0,0.5735504722413585,0.0,0.0,0.6666666666666666,0.5,0.375,0.3333333333333333,0.3333333333333333,0.41666666666666663,1.0,0.3333333333333333,0.6000000000000001,0.8,0.06542056074766354,0.6666666666666666,0.5,0.32651622002820874,0.6666666666666666,1.0,1.0,0.11668611435239205,0.08775137111517367,0.0,0.0,0.0,0.0,0.0,0.75,1.0,0.0,0.9090909090909091,0.25,0.6666666666666666,0.25,1.0,0.0,0.0
261,12.078239274020289,0.3529411764705882,0.75,0.6451425851264736,0.5279537475213285,1.0,1.0,0.0,0.3333333333333333,1.0,0.5,0.0,0.36363636363636365,0.0,1.0,0.75,0.8,0.5555555555555556,0.5,0.34558823529411764,0.7868852459016394,0.0,0.0,0.1,0.1,0.6666666666666666,0.249375,0.3333333333333333,1.0,0.5,0.5,0.75,1.0,0.16666666666666666,0.11906449326718639,1.0,0.4681139755766621,0.0,0.22291325695581016,1.0,0.5,1.0,1.0,0.5374306170158594,0.0,0.0,0.5023770469491557,0.3333333333333333,0.0,0.3333333333333333,0.0,0.375,0.3333333333333333,0.3333333333333333,0.33333333333333337,1.0,0.3333333333333333,0.6000000000000001,0.8,0.16822429906542055,0.3333333333333333,0.5,0.6234132581100141,0.6666666666666666,1.0,1.0,0.0,0.0,0.4565217391304348,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.36363636363636365,0.75,0.6666666666666666,0.75,0.0,0.0,0.0
796,12.049418835484797,0.2352941176470588,0.75,0.44563844305834177,0.3651823740380262,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.4545454545454546,0.4,1.0,0.75,1.0,0.5555555555555556,0.625,0.22058823529411764,0.49180327868852464,0.0,0.0,0.6000000000000001,0.6000000000000001,0.6666666666666666,0.08125,0.3333333333333333,1.0,0.5,0.75,0.75,0.25,0.8333333333333333,0.0,0.6666666666666666,0.0,0.30190431955411057,0.10638297872340427,1.0,0.5,1.0,1.0,0.3700437695262031,0.36111111111111116,0.0,0.5461412332071518,0.0,0.0,0.6666666666666666,0.5,0.375,0.3333333333333333,0.3333333333333333,0.41666666666666663,1.0,0.3333333333333333,0.6000000000000001,0.8,0.2803738317757009,0.3333333333333333,0.5,0.33568406205923834,0.6666666666666666,1.0,1.0,0.0,0.09140767824497258,0.0,0.0,0.425,0.0,0.0,0.5,1.0,0.0,0.2727272727272727,1.0,0.6666666666666666,0.75,0.0,0.0,0.0
